,X,VL_name,Map_name,Convert_name,name_same
2611,1982,Lajeado Grande,Lajeado Grande,Lajeado Grande,TRUE
2612,1526,Lajeado Novo,Lajeado Novo,Lajeado Novo,TRUE
2613,1983,Lajedão,Lajedão,Lajedão,TRUE
2614,1138,Lajedinho,Lajedinho,Lajedinho,TRUE
2615,1139,Lajedo,Lajedo,Lajedo,TRUE
2616,2581,Lajedo Do Tabocal,Lajedo Do Tabocal,Lajedo Do Tabocal,TRUE
2617,1984,Lajes,Lajes,Lajes,TRUE
2618,2582,Lajes Pintadas,Lajes Pintadas,Lajes Pintadas,TRUE
2619,4995,Lajinha,Lajinha,Lajinha,TRUE
2620,2583,Lamarão,Lamarão,Lamarão,TRUE
2621,780,Lambari,Lambari,Lambari,TRUE
2623,1985,Lamim,Lamim,Lamim,TRUE
2624,3033,Landri Sales,Landri Sales,Landri Sales,TRUE
2625,2584,Lapa,Lapa,Lapa,TRUE
2626,301,Lapão,Lapão,Lapão,TRUE
2627,3445,Laranja Da Terra,Laranja Da Terra,Laranja Da Terra,TRUE
2628,1724,Laranjal,Laranjal,Laranjal,TRUE
2629,3940,Laranjal Do Jari,Laranjal Do Jari,Laranjal Do Jari,TRUE
2630,2585,Laranjal Paulista,Laranjal Paulista,Laranjal Paulista,TRUE
2631,1327,Laranjeiras,Laranjeiras,Laranjeiras,TRUE
2632,4269,Laranjeiras Do Sul,Laranjeiras Do Sul,Laranjeiras Do Sul,TRUE
2633,1986,Lassance,Lassance,Lassance,TRUE
2634,4270,Lastro,Lastro,Lastro,TRUE
2635,380,Laurentino,Laurentino,Laurentino,TRUE
2636,3446,Lauro De Freitas,Lauro De Freitas,Lauro De Freitas,TRUE
2637,2586,Lauro Müller,Lauro Müller,Lauro Müller,TRUE
2638,985,Lavandeira,Lavandeira,Lavandeira,TRUE
2639,4616,Lavínia,Lavínia,Lavínia,TRUE
2640,3447,Lavras,Lavras,Lavras,TRUE
2641,2587,Lavras Da Mangabeira,Lavras Da Mangabeira,Lavras Da Mangabeira,TRUE
2642,4271,Lavras Do Sul,Lavras Do Sul,Lavras Do Sul,TRUE
2643,3448,Lavrinhas,Lavrinhas,Lavrinhas,TRUE
2644,2588,Leandro Ferreira,Leandro Ferreira,Leandro Ferreira,TRUE
2645,1987,Lebon Régis,Lebon Régis,Lebon Régis,TRUE
2646,3449,Leme,Leme,Leme,TRUE
2647,4272,Leme Do Prado,Leme Do Prado,Leme Do Prado,TRUE
2648,2589,Lençóis,Lençóis,Lençóis,TRUE
2649,5193,Lençóis Paulista,Lençóis Paulista,Lençóis Paulista,TRUE
2650,3941,Leoberto Leal,Leoberto Leal,Leoberto Leal,TRUE
2651,4617,Leopoldina,Leopoldina,Leopoldina,TRUE
2652,2590,Leopoldo De Bulhões,Leopoldo De Bulhões,Leopoldo De Bulhões,TRUE
2653,1988,Leópolis,Leópolis,Leópolis,TRUE
2654,3942,Liberato Salzano,Liberato Salzano,Liberato Salzano,TRUE
2655,553,Liberdade,Liberdade,Liberdade,TRUE
2656,2591,Licínio De Almeida,Licínio De Almeida,Licínio De Almeida,TRUE
2657,3450,Lidianópolis,Lidianópolis,Lidianópolis,TRUE
2658,2592,Lima Campos,Lima Campos,Lima Campos,TRUE
2659,1527,Lima Duarte,Lima Duarte,Lima Duarte,TRUE
2660,1641,Limeira,Limeira,Limeira,TRUE
2661,214,Limeira Do Oeste,Limeira Do Oeste,Limeira Do Oeste,TRUE
2662,986,Limoeiro,Limoeiro,Limoeiro,TRUE
2663,3943,Limoeiro De Anadia,Limoeiro De Anadia,Limoeiro De Anadia,TRUE
2664,3451,Limoeiro Do Ajuru,Limoeiro Do Ajuru,Limoeiro Do Ajuru,TRUE
2665,4273,Limoeiro Do Norte,Limoeiro Do Norte,Limoeiro Do Norte,TRUE
2666,4618,Lindoeste,Lindoeste,Lindoeste,TRUE
2667,4619,Lindóia,Lindóia,Lindóia,TRUE
2668,3034,Lindóia Do Sul,Lindóia Do Sul,Lindóia Do Sul,TRUE
2669,3452,Lindolfo Collor,Lindolfo Collor,Lindolfo Collor,TRUE
2670,1328,Linha Nova,Linha Nova,Linha Nova,TRUE
2671,1989,Linhares,Linhares,Linhares,TRUE
2672,381,Lins,Lins,Lins,TRUE
2673,3944,Livramento,Livramento,Livramento,TRUE
2674,3945,Livramento De Nossa Senhora,Livramento De Nossa Senhora,Livramento De Nossa Senhora,TRUE
2675,1329,Lizarda,Lizarda,Lizarda,TRUE
2676,3946,Loanda,Loanda,Loanda,TRUE
2677,2593,Lobato,Lobato,Lobato,TRUE
2678,4274,Logradouro,Logradouro,Logradouro,TRUE
2679,3453,Londrina,Londrina,Londrina,TRUE
2680,554,Lontra,Lontra,Lontra,TRUE
2681,3454,Lontras,Lontras,Lontras,TRUE
2682,3455,Lorena,Lorena,Lorena,TRUE
2683,4996,Loreto,Loreto,Loreto,TRUE
2684,3456,Lourdes,Lourdes,Lourdes,TRUE
2685,1330,Louveira,Louveira,Louveira,TRUE
2686,3457,Lucas Do Rio Verde,Lucas Do Rio Verde,Lucas Do Rio Verde,TRUE
2687,4997,Lucélia,Lucélia,Lucélia,TRUE
2688,1140,Lucena,Lucena,Lucena,TRUE
2689,3458,Lucianópolis,Lucianópolis,Lucianópolis,TRUE
2690,781,Luciara,Luciara,Luciara,TRUE
2691,555,Lucrécia,Lucrécia,Lucrécia,TRUE
2692,1990,Luís Antônio,Luís Antônio,Luís Antônio,TRUE
2693,1141,Luís Correia,Luís Correia,Luís Correia,TRUE
2694,2594,Luís Domingues,Luís Domingues,Luís Domingues,TRUE
2695,2595,Luís Eduardo Magalhães,Luís Eduardo Magalhães,Luís Eduardo Magalhães,TRUE
2696,4275,Luís Gomes,Luís Gomes,Luís Gomes,TRUE
2697,3947,Luisburgo,Luisburgo,Luisburgo,TRUE
2698,3459,Luislândia,Luislândia,Luislândia,TRUE
2699,2596,Luiz Alves,Luiz Alves,Luiz Alves,TRUE
2700,3948,Luiziana,Luiziana,Luiziana,TRUE
2701,3460,Luiziânia,Luiziânia,Luiziânia,TRUE
2702,3949,Luminárias,Luminárias,Luminárias,TRUE
2703,3461,Lunardelli,Lunardelli,Lunardelli,TRUE
2704,2597,Lupércio,Lupércio,Lupércio,TRUE
2705,4276,Lupionópolis,Lupionópolis,Lupionópolis,TRUE
2706,5194,Lutécia,Lutécia,Lutécia,TRUE
2707,782,Luz,Luz,Luz,TRUE
2708,382,Luzerna,Luzerna,Luzerna,TRUE
2709,3102,Luziânia,Luziânia,Luziânia,TRUE
2710,1142,Luzilândia,Luzilândia,Luzilândia,TRUE
2711,1991,Luzinópolis,Luzinópolis,Luzinópolis,TRUE
2712,4620,Macaé,Macaé,Macaé,TRUE
2713,1725,Macaíba,Macaíba,Macaíba,TRUE
2714,302,Macajuba,Macajuba,Macajuba,TRUE
2715,1528,Maçambará,Maçambará,Maçambará,TRUE
2716,1992,Macambira,Macambira,Macambira,TRUE
2717,3462,Macapá,Macapá,Macapá,TRUE
2718,1143,Macaparana,Macaparana,Macaparana,TRUE
2719,3463,Macarani,Macarani,Macarani,TRUE
2720,1993,Macatuba,Macatuba,Macatuba,TRUE
2721,3464,Macau,Macau,Macau,TRUE
2722,1642,Macaubal,Macaubal,Macaubal,TRUE
2723,2598,Macaúbas,Macaúbas,Macaúbas,TRUE
2724,4621,Macedônia,Macedônia,Macedônia,TRUE
2725,25,Maceió,Maceió,Maceió,TRUE
2726,2599,Machacalis,Machacalis,Machacalis,TRUE
2727,1529,Machadinho,Machadinho,Machadinho,TRUE
2729,3103,Machado,Machado,Machado,TRUE
2730,1994,Machados,Machados,Machados,TRUE
2731,987,Macieira,Macieira,Macieira,TRUE
2732,783,Macuco,Macuco,Macuco,TRUE
2733,1995,Macururé,Macururé,Macururé,TRUE
2734,2600,Madalena,Madalena,Madalena,TRUE
2735,1331,Madeiro,Madeiro,Madeiro,TRUE
2736,215,Madre De Deus,Madre De Deus,Madre De Deus,TRUE
2737,1996,Madre De Deus De Minas,Madre De Deus De Minas,Madre De Deus De Minas,TRUE
2739,216,Mãe Do Rio,Mãe Do Rio,Mãe Do Rio,TRUE
2740,556,Maetinga,Maetinga,Maetinga,TRUE
2741,3465,Mafra,Mafra,Mafra,TRUE
2742,3104,Magalhães Barata,Magalhães Barata,Magalhães Barata,TRUE
2743,1997,Magalhães De Almeida,Magalhães De Almeida,Magalhães De Almeida,TRUE
2744,1998,Magda,Magda,Magda,TRUE
2745,3466,Magé,Magé,Magé,TRUE
2746,3467,Maiquinique,Maiquinique,Maiquinique,TRUE
2747,5195,Mairi,Mairi,Mairi,TRUE
2748,4279,Mairinque,Mairinque,Mairinque,TRUE
2749,1643,Mairiporã,Mairiporã,Mairiporã,TRUE
2750,1144,Mairipotaba,Mairipotaba,Mairipotaba,TRUE
2751,4280,Major Gercino,Major Gercino,Major Gercino,TRUE
2752,2601,Major Isidoro,Major Isidoro,Major Isidoro,TRUE
2753,1999,Major Sales,Major Sales,Major Sales,TRUE
2754,2000,Major Vieira,Major Vieira,Major Vieira,TRUE
2755,1726,Malacacheta,Malacacheta,Malacacheta,TRUE
2756,1727,Malhada,Malhada,Malhada,TRUE
2757,3950,Malhada De Pedras,Malhada De Pedras,Malhada De Pedras,TRUE
2758,1332,Malhada Dos Bois,Malhada Dos Bois,Malhada Dos Bois,TRUE
2759,1333,Malhador,Malhador,Malhador,TRUE
2760,5196,Mallet,Mallet,Mallet,TRUE
2761,3951,Malta,Malta,Malta,TRUE
2762,2602,Mamanguape,Mamanguape,Mamanguape,TRUE
2763,4622,Mambaí,Mambaí,Mambaí,TRUE
2764,110,Mamborê,Mamborê,Mamborê,TRUE
2765,1334,Mamonas,Mamonas,Mamonas,TRUE
2766,111,Mampituba,Mampituba,Mampituba,TRUE
2767,1530,Manacapuru,Manacapuru,Manacapuru,TRUE
2768,112,Manaíra,Manaíra,Manaíra,TRUE
2769,62,Manaquiri,Manaquiri,Manaquiri,TRUE
2770,3952,Manari,Manari,Manari,TRUE
2771,3953,Manaus,Manaus,Manaus,TRUE
2772,3954,Mâncio Lima,Mâncio Lima,Mâncio Lima,TRUE
2773,3468,Mandaguaçu,Mandaguaçu,Mandaguaçu,TRUE
2774,3955,Mandaguari,Mandaguari,Mandaguari,TRUE
2775,2603,Mandirituba,Mandirituba,Mandirituba,TRUE
2776,3105,Manduri,Manduri,Manduri,TRUE
2777,3956,Manfrinópolis,Manfrinópolis,Manfrinópolis,TRUE
2778,2604,Manga,Manga,Manga,TRUE
2779,2605,Mangaratiba,Mangaratiba,Mangaratiba,TRUE
2780,113,Mangueirinha,Mangueirinha,Mangueirinha,TRUE
2781,784,Manhuaçu,Manhuaçu,Manhuaçu,TRUE
2782,3957,Manhumirim,Manhumirim,Manhumirim,TRUE
2783,63,Manicoré,Manicoré,Manicoré,TRUE
2784,4623,Manoel Emídio,Manoel Emídio,Manoel Emídio,TRUE
2785,2001,Manoel Ribas,Manoel Ribas,Manoel Ribas,TRUE
2786,2002,Manoel Urbano,Manoel Urbano,Manoel Urbano,TRUE
2787,2606,Manoel Viana,Manoel Viana,Manoel Viana,TRUE
2788,3035,Manoel Vitorino,Manoel Vitorino,Manoel Vitorino,TRUE
2789,4624,Mansidão,Mansidão,Mansidão,TRUE
2790,2607,Mantena,Mantena,Mantena,TRUE
2791,1644,Mantenópolis,Mantenópolis,Mantenópolis,TRUE
2792,5197,Maquiné,Maquiné,Maquiné,TRUE
2793,114,Mar De Espanha,Mar De Espanha,Mar De Espanha,TRUE
2794,217,Mar Vermelho,Mar Vermelho,Mar Vermelho,TRUE
2795,3469,Mara Rosa,Mara Rosa,Mara Rosa,TRUE
2796,557,Maraã,Maraã,Maraã,TRUE
2797,3470,Marabá,Marabá,Marabá,TRUE
2798,4281,Marabá Paulista,Marabá Paulista,Marabá Paulista,TRUE
2799,4909,Maracaçumé,Maracaçumé,Maracaçumé,TRUE
2800,218,Maracaí,Maracaí,Maracaí,TRUE
2801,988,Maracajá,Maracajá,Maracajá,TRUE
2802,2003,Maracaju,Maracaju,Maracaju,TRUE
2803,1645,Maracanã,Maracanã,Maracanã,TRUE
2804,2004,Maracanaú,Maracanaú,Maracanaú,TRUE
2805,1531,Maracás,Maracás,Maracás,TRUE
2806,558,Maragogi,Maragogi,Maragogi,TRUE
2807,989,Maragogipe,Maragogipe,Maragogipe,TRUE
2808,559,Maraial,Maraial,Maraial,TRUE
2809,219,Marajá Do Sena,Marajá Do Sena,Marajá Do Sena,TRUE
2810,3471,Maranguape,Maranguape,Maranguape,TRUE
2811,4625,Maranhãozinho,Maranhãozinho,Maranhãozinho,TRUE
2812,3036,Marapanim,Marapanim,Marapanim,TRUE
2813,4626,Marapoama,Marapoama,Marapoama,TRUE
2814,2005,Maratá,Maratá,Maratá,TRUE
2815,1646,Marataízes,Marataízes,Marataízes,TRUE
2816,2608,Marau,Marau,Marau,TRUE
2817,1335,Maraú,Maraú,Maraú,TRUE
2818,4998,Maravilha,Maravilha,Maravilha,TRUE
2819,4627,Maravilhas,Maravilhas,Maravilhas,TRUE
2820,1145,Marcação,Marcação,Marcação,TRUE
2821,2006,Marcelândia,Marcelândia,Marcelândia,TRUE
2822,990,Marcelino Ramos,Marcelino Ramos,Marcelino Ramos,TRUE
2823,785,Marcelino Vieira,Marcelino Vieira,Marcelino Vieira,TRUE
2824,786,Marcionílio Souza,Marcionílio Souza,Marcionílio Souza,TRUE
2825,3958,Marco,Marco,Marco,TRUE
2826,1647,Marcolândia,Marcolândia,Marcolândia,TRUE
2827,3037,Marcos Parente,Marcos Parente,Marcos Parente,TRUE
2828,64,Marechal Cândido Rondon,Marechal Cândido Rondon,Marechal Cândido Rondon,TRUE
2829,4282,Marechal Deodoro,Marechal Deodoro,Marechal Deodoro,TRUE
2830,1336,Marechal Floriano,Marechal Floriano,Marechal Floriano,TRUE
2831,2609,Marechal Thaumaturgo,Marechal Thaumaturgo,Marechal Thaumaturgo,TRUE
2832,3959,Marema,Marema,Marema,TRUE
2833,3960,Mari,Mari,Mari,TRUE
2834,2610,Maria Da Fé,Maria Da Fé,Maria Da Fé,TRUE
2835,4628,Maria Helena,Maria Helena,Maria Helena,TRUE
2836,4629,Marialva,Marialva,Marialva,TRUE
2837,383,Mariana,Mariana,Mariana,TRUE
2838,3472,Mariana Pimentel,Mariana Pimentel,Mariana Pimentel,TRUE
2839,1648,Mariano Moro,Mariano Moro,Mariano Moro,TRUE
2840,3106,Marianópolis Do Tocantins,Marianópolis Do Tocantins,Marianópolis Do Tocantins,TRUE
2841,2611,Mariápolis,Mariápolis,Mariápolis,TRUE
2842,3038,Maribondo,Maribondo,Maribondo,TRUE
2843,3961,Maricá,Maricá,Maricá,TRUE
2844,3962,Marilac,Marilac,Marilac,TRUE
2845,3473,Marilândia,Marilândia,Marilândia,TRUE
2846,3963,Marilândia Do Sul,Marilândia Do Sul,Marilândia Do Sul,TRUE
2847,3964,Marilena,Marilena,Marilena,TRUE
2848,3474,Marília,Marília,Marília,TRUE
2849,2612,Mariluz,Mariluz,Mariluz,TRUE
2850,3965,Maringá,Maringá,Maringá,TRUE
2851,3966,Marinópolis,Marinópolis,Marinópolis,TRUE
2852,2613,Mário Campos,Mário Campos,Mário Campos,TRUE
2853,220,Mariópolis,Mariópolis,Mariópolis,TRUE
2854,1337,Maripá,Maripá,Maripá,TRUE
2855,2614,Maripá De Minas,Maripá De Minas,Maripá De Minas,TRUE
2856,3967,Marituba,Marituba,Marituba,TRUE
2857,2615,Marizópolis,Marizópolis,Marizópolis,TRUE
2858,4630,Marliéria,Marliéria,Marliéria,TRUE
2859,3968,Marmeleiro,Marmeleiro,Marmeleiro,TRUE
2860,2616,Marmelópolis,Marmelópolis,Marmelópolis,TRUE
2861,991,Marques De Souza,Marques De Souza,Marques De Souza,TRUE
2862,3475,Marquinho,Marquinho,Marquinho,TRUE
2863,1146,Martinho Campos,Martinho Campos,Martinho Campos,TRUE
2864,2617,Martinópole,Martinópole,Martinópole,TRUE
2865,1728,Martinópolis,Martinópolis,Martinópolis,TRUE
2866,3969,Martins,Martins,Martins,TRUE
2867,5198,Martins Soares,Martins Soares,Martins Soares,TRUE
2868,2007,Maruim,Maruim,Maruim,TRUE
2869,992,Marumbi,Marumbi,Marumbi,TRUE
2870,787,Marzagão,Marzagão,Marzagão,TRUE
2871,1338,Mascote,Mascote,Mascote,TRUE
2872,4631,Massapê,Massapê,Massapê,TRUE
2873,2008,Massapê Do Piauí,Massapê Do Piauí,Massapê Do Piauí,TRUE
2874,1649,Massaranduba,Massaranduba,Massaranduba,TRUE
2875,560,Mata,Mata,Mata,TRUE
2876,2618,Mata De São João,Mata De São João,Mata De São João,TRUE
2877,3476,Mata Grande,Mata Grande,Mata Grande,TRUE
2878,1339,Mata Roma,Mata Roma,Mata Roma,TRUE
2879,384,Mata Verde,Mata Verde,Mata Verde,TRUE
2880,3970,Matão,Matão,Matão,TRUE
2881,2619,Mataraca,Mataraca,Mataraca,TRUE
2882,2620,Mateiros,Mateiros,Mateiros,TRUE
2883,2621,Matelândia,Matelândia,Matelândia,TRUE
2884,2622,Materlândia,Materlândia,Materlândia,TRUE
2885,2623,Mateus Leme,Mateus Leme,Mateus Leme,TRUE
2886,788,Mathias Lobato,Mathias Lobato,Mathias Lobato,TRUE
2887,2009,Matias Barbosa,Matias Barbosa,Matias Barbosa,TRUE
2888,561,Matias Cardoso,Matias Cardoso,Matias Cardoso,TRUE
2889,1340,Matias Olímpio,Matias Olímpio,Matias Olímpio,TRUE
2890,3971,Matina,Matina,Matina,TRUE
2891,2624,Matinha,Matinha,Matinha,TRUE
2892,4632,Matinhas,Matinhas,Matinhas,TRUE
2893,1341,Matinhos,Matinhos,Matinhos,TRUE
2894,4633,Matipó,Matipó,Matipó,TRUE
2895,4634,Mato Castelhano,Mato Castelhano,Mato Castelhano,TRUE
2896,3972,Mato Grosso,Mato Grosso,Mato Grosso,TRUE
2897,2625,Mato Leitão,Mato Leitão,Mato Leitão,TRUE
2898,562,Mato Queimado,Mato Queimado,Mato Queimado,TRUE
2899,563,Mato Rico,Mato Rico,Mato Rico,TRUE
2900,4283,Mato Verde,Mato Verde,Mato Verde,TRUE
2901,2626,Matões,Matões,Matões,TRUE
2902,5199,Matões Do Norte,Matões Do Norte,Matões Do Norte,TRUE
2903,1650,Matos Costa,Matos Costa,Matos Costa,TRUE
2904,4999,Matozinhos,Matozinhos,Matozinhos,TRUE
2905,1342,Matrinchã,Matrinchã,Matrinchã,TRUE
2906,2627,Matriz De Camaragibe,Matriz De Camaragibe,Matriz De Camaragibe,TRUE
2907,3477,Matupá,Matupá,Matupá,TRUE
2908,3973,Maturéia,Maturéia,Maturéia,TRUE
2909,115,Matutina,Matutina,Matutina,TRUE
2910,5200,Mauá,Mauá,Mauá,TRUE
2911,385,Mauá Da Serra,Mauá Da Serra,Mauá Da Serra,TRUE
2912,993,Maués,Maués,Maués,TRUE
2913,1147,Maurilândia,Maurilândia,Maurilândia,TRUE
2914,4635,Maurilândia Do Tocantins,Maurilândia Do Tocantins,Maurilândia Do Tocantins,TRUE
2915,303,Mauriti,Mauriti,Mauriti,TRUE
2916,2628,Maxaranguape,Maxaranguape,Maxaranguape,TRUE
2917,2010,Maximiliano De Almeida,Maximiliano De Almeida,Maximiliano De Almeida,TRUE
2918,3974,Mazagão,Mazagão,Mazagão,TRUE
2919,221,Medeiros,Medeiros,Medeiros,TRUE
2920,2629,Medeiros Neto,Medeiros Neto,Medeiros Neto,TRUE
2921,4284,Medianeira,Medianeira,Medianeira,TRUE
2922,222,Medicilândia,Medicilândia,Medicilândia,TRUE
2923,3107,Medina,Medina,Medina,TRUE
2924,2630,Meleiro,Meleiro,Meleiro,TRUE
2925,3478,Melgaço,Melgaço,Melgaço,TRUE
2926,3975,Mendes,Mendes,Mendes,TRUE
2927,2631,Mendes Pimentel,Mendes Pimentel,Mendes Pimentel,TRUE
2928,3479,Mendonça,Mendonça,Mendonça,TRUE
2929,994,Mercedes,Mercedes,Mercedes,TRUE
2930,3480,Mercês,Mercês,Mercês,TRUE
2931,2632,Meridiano,Meridiano,Meridiano,TRUE
2932,1651,Meruoca,Meruoca,Meruoca,TRUE
2933,1148,Mesópolis,Mesópolis,Mesópolis,TRUE
2934,789,Mesquita,Mesquita,Mesquita,TRUE
2935,2011,Messias,Messias,Messias,TRUE
2936,790,Messias Targino,Messias Targino,Messias Targino,TRUE
2937,3108,Miguel Alves,Miguel Alves,Miguel Alves,TRUE
2938,3481,Miguel Calmon,Miguel Calmon,Miguel Calmon,TRUE
2939,995,Miguel Leão,Miguel Leão,Miguel Leão,TRUE
2940,564,Miguel Pereira,Miguel Pereira,Miguel Pereira,TRUE
2941,996,Miguelópolis,Miguelópolis,Miguelópolis,TRUE
2942,791,Milagres,Milagres,Milagres,TRUE
2943,5201,Milagres Do Maranhão,Milagres Do Maranhão,Milagres Do Maranhão,TRUE
2944,3039,Milhã,Milhã,Milhã,TRUE
2945,5202,Milton Brandão,Milton Brandão,Milton Brandão,TRUE
2946,1652,Mimoso De Goiás,Mimoso De Goiás,Mimoso De Goiás,TRUE
2947,4636,Mimoso Do Sul,Mimoso Do Sul,Mimoso Do Sul,TRUE
2948,2633,Minaçu,Minaçu,Minaçu,TRUE
2949,2634,Minador Do Negrão,Minador Do Negrão,Minador Do Negrão,TRUE
2950,5203,Minas Do Leão,Minas Do Leão,Minas Do Leão,TRUE
2951,3482,Minas Novas,Minas Novas,Minas Novas,TRUE
2952,26,Minduri,Minduri,Minduri,TRUE
2953,3483,Mineiros,Mineiros,Mineiros,TRUE
2954,2635,Mineiros Do Tietê,Mineiros Do Tietê,Mineiros Do Tietê,TRUE
2955,3484,Ministro Andreazza,Ministro Andreazza,Ministro Andreazza,TRUE
2956,3109,Mira Estrela,Mira Estrela,Mira Estrela,TRUE
2957,386,Mirabela,Mirabela,Mirabela,TRUE
2958,565,Miracatu,Miracatu,Miracatu,TRUE
2959,2636,Miracema,Miracema,Miracema,TRUE
2960,4637,Miracema Do Tocantins,Miracema Do Tocantins,Miracema Do Tocantins,TRUE
2961,2637,Mirador,Mirador,Mirador,TRUE
2962,997,Miradouro,Miradouro,Miradouro,TRUE
2963,4910,Miraguaí,Miraguaí,Miraguaí,TRUE
2964,566,Miraí,Miraí,Miraí,TRUE
2965,1532,Miraíma,Miraíma,Miraíma,TRUE
2966,3485,Miranda,Miranda,Miranda,TRUE
2967,2012,Miranda Do Norte,Miranda Do Norte,Miranda Do Norte,TRUE
2968,387,Mirandiba,Mirandiba,Mirandiba,TRUE
2969,2013,Mirandópolis,Mirandópolis,Mirandópolis,TRUE
2970,27,Mirangaba,Mirangaba,Mirangaba,TRUE
2971,3486,Miranorte,Miranorte,Miranorte,TRUE
2972,3976,Mirante,Mirante,Mirante,TRUE
2973,3487,Mirante Da Serra,Mirante Da Serra,Mirante Da Serra,TRUE
2974,5000,Mirante Do Paranapanema,Mirante Do Paranapanema,Mirante Do Paranapanema,TRUE
2975,3488,Miraselva,Miraselva,Miraselva,TRUE
2976,2638,Mirassol,Mirassol,Mirassol,TRUE
2978,567,Mirassolândia,Mirassolândia,Mirassolândia,TRUE
2979,3977,Miravânia,Miravânia,Miravânia,TRUE
2980,998,Mirim Doce,Mirim Doce,Mirim Doce,TRUE
2981,223,Mirinzal,Mirinzal,Mirinzal,TRUE
2982,3489,Missal,Missal,Missal,TRUE
2983,4286,Missão Velha,Missão Velha,Missão Velha,TRUE
2984,2639,Mocajuba,Mocajuba,Mocajuba,TRUE
2985,2640,Mococa,Mococa,Mococa,TRUE
2986,1343,Modelo,Modelo,Modelo,TRUE
2987,3490,Moeda,Moeda,Moeda,TRUE
2988,3491,Moema,Moema,Moema,TRUE
2989,3492,Mogeiro,Mogeiro,Mogeiro,TRUE
2990,5204,Mogi Das Cruzes,Mogi Das Cruzes,Mogi Das Cruzes,TRUE
2991,1729,Mogi Guaçu,Mogi Guaçu,Mogi Guaçu,TRUE
2992,224,Mogi Mirim,Mogi Mirim,Mogi Mirim,TRUE
2993,225,Moiporá,Moiporá,Moiporá,TRUE
2994,999,Moita Bonita,Moita Bonita,Moita Bonita,TRUE
2995,3493,Moju,Moju,Moju,TRUE
2996,568,Mojuí Dos Campos,Mojuí Dos Campos,Mojuí Dos Campos,TRUE
2997,3494,Mombaça,Mombaça,Mombaça,TRUE
2998,4287,Mombuca,Mombuca,Mombuca,TRUE
2999,3495,Monção,Monção,Monção,TRUE
3000,2641,Monções,Monções,Monções,TRUE
3001,792,Mondaí,Mondaí,Mondaí,TRUE
3002,793,Mongaguá,Mongaguá,Mongaguá,TRUE
3003,2642,Monjolos,Monjolos,Monjolos,TRUE
3004,1000,Monsenhor Gil,Monsenhor Gil,Monsenhor Gil,TRUE
3005,1344,Monsenhor Hipólito,Monsenhor Hipólito,Monsenhor Hipólito,TRUE
3006,2643,Monsenhor Paulo,Monsenhor Paulo,Monsenhor Paulo,TRUE
3007,3040,Monsenhor Tabosa,Monsenhor Tabosa,Monsenhor Tabosa,TRUE
3008,1149,Montadas,Montadas,Montadas,TRUE
3009,4638,Montalvânia,Montalvânia,Montalvânia,TRUE
3010,226,Montanha,Montanha,Montanha,TRUE
3011,5205,Montanhas,Montanhas,Montanhas,TRUE
3012,2644,Montauri,Montauri,Montauri,TRUE
3013,1730,Monte Alegre,Monte Alegre,Monte Alegre,TRUE
3014,794,Monte Alegre De Goiás,Monte Alegre De Goiás,Monte Alegre De Goiás,TRUE
3015,3496,Monte Alegre De Minas,Monte Alegre De Minas,Monte Alegre De Minas,TRUE
3016,4639,Monte Alegre De Sergipe,Monte Alegre De Sergipe,Monte Alegre De Sergipe,TRUE
3017,3497,Monte Alegre Do Piauí,Monte Alegre Do Piauí,Monte Alegre Do Piauí,TRUE
3018,3498,Monte Alegre Do Sul,Monte Alegre Do Sul,Monte Alegre Do Sul,TRUE
3019,2645,Monte Alegre Dos Campos,Monte Alegre Dos Campos,Monte Alegre Dos Campos,TRUE
3020,3499,Monte Alto,Monte Alto,Monte Alto,TRUE
3021,2646,Monte Aprazível,Monte Aprazível,Monte Aprazível,TRUE
3022,4640,Monte Azul,Monte Azul,Monte Azul,TRUE
3023,4288,Monte Azul Paulista,Monte Azul Paulista,Monte Azul Paulista,TRUE
3024,2647,Monte Belo,Monte Belo,Monte Belo,TRUE
3025,3500,Monte Belo Do Sul,Monte Belo Do Sul,Monte Belo Do Sul,TRUE
3026,1150,Monte Carlo,Monte Carlo,Monte Carlo,TRUE
3027,388,Monte Carmelo,Monte Carmelo,Monte Carmelo,TRUE
3028,2648,Monte Castelo,Monte Castelo,Monte Castelo,TRUE
3029,1345,Monte Das Gameleiras,Monte Das Gameleiras,Monte Das Gameleiras,TRUE
3030,3501,Monte Do Carmo,Monte Do Carmo,Monte Do Carmo,TRUE
3031,28,Monte Formoso,Monte Formoso,Monte Formoso,TRUE
3032,2014,Monte Horebe,Monte Horebe,Monte Horebe,TRUE
3033,2649,Monte Mor,Monte Mor,Monte Mor,TRUE
3034,389,Monte Negro,Monte Negro,Monte Negro,TRUE
3035,2650,Monte Santo,Monte Santo,Monte Santo,TRUE
3036,1346,Monte Santo De Minas,Monte Santo De Minas,Monte Santo De Minas,TRUE
3037,3502,Monte Santo Do Tocantins,Monte Santo Do Tocantins,Monte Santo Do Tocantins,TRUE
3038,1653,Monte Sião,Monte Sião,Monte Sião,TRUE
3039,4641,Monteiro,Monteiro,Monteiro,TRUE
3040,569,Monteiro Lobato,Monteiro Lobato,Monteiro Lobato,TRUE
3041,2651,Monteirópolis,Monteirópolis,Monteirópolis,TRUE
3042,5206,Montenegro,Montenegro,Montenegro,TRUE
3043,2652,Montes Altos,Montes Altos,Montes Altos,TRUE
